0.0217,0.0096,0.105,0.0246,0.0059,0.0024,0.0062,0.0417,0.0174,0.0007,0.0104,0.0802,0.0106,0.2736,0.0001,0.0067,0.0017,0.188,0.037,0.0728,0.0317,0.0037,0.0091,0.0009,0.038,0.0004
0.0282,0.0065,0.0,0.0033,0.3866,0.0,0.0,0.0003,0.0314,0.0,0.0,0.0788,0.0,0.0001,0.0215,0.0,0.0,0.3011,0.0,0.0,0.0036,0.0,0.0,0.0,0.1387,0.0
0.3129,0.0,0.0004,0.0,0.0303,0.0,0.0,0.2791,0.0581,0.0,0.0169,0.0058,0.0,0.0,0.2736,0.0,0.0001,0.0012,0.0,0.0087,0.0001,0.0,0.0,0.0,0.0126,0.0
0.3374,0.0,0.0,0.0034,0.2056,0.0,0.005,0.0002,0.0527,0.0002,0.0,0.0365,0.0002,0.0103,0.0732,0.0,0.0,0.0731,0.0003,0.0,0.0178,0.0,0.0341,0.0,0.1497,0.0002
0.0407,0.0056,0.0082,0.0257,0.0191,0.0024,0.004,0.0002,0.0088,0.0056,0.0017,0.226,0.0302,0.1078,0.003,0.044,0.0009,0.1652,0.1144,0.0529,0.0007,0.0292,0.0007,0.0349,0.067,0.001
0.3648,0.0,0.0,0.0,0.3425,0.0526,0.0,0.0,0.011,0.0,0.0,0.0294,0.0,0.0005,0.0221,0.0,0.0,0.1625,0.0,0.0102,0.0036,0.0,0.0,0.0,0.0007,0.0
0.4672,0.0,0.0,0.0005,0.1792,0.0,0.03,0.0307,0.1803,0.0002,0.0,0.0019,0.0,0.0048,0.0103,0.0,0.0,0.0692,0.0005,0.002,0.0215,0.0002,0.001,0.0,0.0007,0.0
0.4457,0.0,0.0001,0.0,0.3924,0.0,0.0,0.0,0.0375,0.0,0.0,0.0139,0.0009,0.0184,0.008,0.0,0.0001,0.0647,0.0,0.0041,0.0096,0.0,0.0,0.0,0.0044,0.0001
0.1119,0.0008,0.1866,0.0086,0.2742,0.0007,0.003,0.0001,0.0,0.0005,0.0039,0.0403,0.0119,0.1821,0.0156,0.0104,0.0072,0.007,0.0676,0.0423,0.0014,0.0208,0.0,0.0003,0.0007,0.002
0.312,0.0,0.0002,0.0,0.3952,0.0,0.0,0.0003,0.0168,0.0,0.0,0.0,0.0,0.0,0.0644,0.0,0.0,0.0002,0.0,0.0,0.2108,0.0,0.0,0.0,0.0,0.0
0.4788,0.0,0.0,0.0001,0.2962,0.0,0.0,0.0066,0.0426,0.0,0.0021,0.0089,0.0,0.0002,0.0143,0.0,0.0001,0.0956,0.0145,0.0001,0.0055,0.0001,0.0011,0.0,0.0333,0.0
0.214,0.0382,0.001,0.0078,0.2994,0.0006,0.0,0.0001,0.1896,0.0,0.0001,0.1617,0.0032,0.0005,0.018,0.003,0.0,0.0,0.0095,0.0109,0.0034,0.0062,0.0001,0.0,0.033,0.0
0.3593,0.0067,0.0027,0.0002,0.1397,0.0,0.0,0.0001,0.2059,0.0,0.0,0.0001,0.0587,0.0002,0.0736,0.0012,0.0,0.0025,0.0013,0.0001,0.0018,0.0,0.0,0.0,0.1453,0.0006
0.1568,0.0,0.0137,0.1567,0.1908,0.0017,0.0059,0.0003,0.3067,0.0007,0.0015,0.0004,0.0002,0.0867,0.018,0.0003,0.0001,0.0001,0.0034,0.0287,0.0121,0.0,0.0,0.0,0.0132,0.0019
0.0024,0.2713,0.002,0.1099,0.0028,0.0001,0.0008,0.0188,0.0012,0.0004,0.0006,0.063,0.0073,0.2831,0.0012,0.0007,0.0002,0.1173,0.0125,0.0041,0.0731,0.0119,0.003,0.0,0.0121,0.0002
0.0819,0.0,0.0,0.0,0.0202,0.0,0.0,0.7302,0.0012,0.0,0.0,0.0004,0.0,0.0003,0.0162,0.002,0.0,0.145,0.0009,0.0005,0.0012,0.0,0.0,0.0,0.0,0.0
0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.9928,0.0,0.0008,0.0,0.0,0.0
0.1988,0.0004,0.007,0.0307,0.1631,0.0,0.0174,0.0004,0.1524,0.0,0.0048,0.0139,0.0115,0.0031,0.1446,0.0004,0.0015,0.0283,0.0048,0.1136,0.0016,0.0009,0.0006,0.0,0.1001,0.0
0.1357,0.0003,0.0036,0.0,0.038,0.0,0.0,0.1262,0.1748,0.0,0.0012,0.022,0.0056,0.0,0.0507,0.0006,0.0,0.0003,0.1703,0.2662,0.0025,0.0,0.0,0.0,0.0017,0.0001
0.0847,0.0,0.0001,0.0,0.1839,0.0,0.0,0.2336,0.2057,0.0,0.0,0.0399,0.0,0.0773,0.0574,0.0,0.0,0.0437,0.0007,0.0507,0.0013,0.0,0.0007,0.0,0.0164,0.0036
0.0481,0.0051,0.0081,0.0035,0.0729,0.0001,0.0031,0.0003,0.0379,0.0009,0.0009,0.0613,0.0018,0.015,0.0013,0.0001,0.0003,0.3903,0.3428,0.0011,0.0,0.0007,0.0005,0.0,0.0009,0.0031
0.4027,0.0,0.0,0.0,0.0499,0.0,0.0,0.0,0.2992,0.0,0.0,0.0026,0.0,0.0,0.2424,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0
0.3335,0.0,0.0,0.0,0.2806,0.0,0.0,0.0035,0.0631,0.0,0.0,0.0004,0.0,0.3086,0.0034,0.0,0.0,0.0008,0.0005,0.0006,0.0008,0.0,0.0,0.0,0.0044,0.0
0.8902,0.0,0.0011,0.0,0.0031,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0005,0.0,0.0097,0.0,0.0,0.0,0.0028,0.0404,0.0,0.0,0.0005,0.0012,0.0007,0.0021
0.077,0.0004,0.0125,0.0228,0.0249,0.0003,0.0001,0.0,0.0013,0.0013,0.0031,0.4701,0.0033,0.2735,0.0135,0.0005,0.0028,0.0497,0.0316,0.0052,0.0027,0.0007,0.0009,0.0011,0.0004,0.0004
0.9264,0.0011,0.0,0.0,0.0334,0.0,0.0,0.0003,0.0119,0.0,0.0,0.0025,0.0005,0.0,0.0115,0.0,0.0,0.0005,0.0004,0.0,0.0073,0.0,0.0,0.0,0.0036,0.0006
